Type	Rank	Freq	Range	NormFreq	NormRange
de educação	157	2336	1	499.861	1.000
formas de	160	2320	1	496.438	1.000
não é	161	2279	1	487.664	1.000
de serviços	162	2276	1	487.023	1.000
propriedade intelectual	163	2275	1	486.809	1.000
no processo	165	2272	1	486.167	1.000
geração de	166	2263	1	484.241	1.000
no que	171	2247	1	480.817	1.000
da universidade	172	2242	1	479.747	1.000
área de	175	2221	1	475.254	1.000
do sul	177	2212	1	473.328	1.000
do sistema	178	2200	1	470.760	1.000
de modo	180	2178	1	466.052	1.000
meio da	184	2139	1	457.707	1.000
é possível	185	2137	1	457.279	1.000
os dados	186	2131	1	455.995	1.000
acesso em	189	2110	1	451.502	1.000
estudo de	190	2108	1	451.074	1.000
federal de	191	2101	1	449.576	1.000
de administração	193	2091	1	447.436	1.000
conjunto de	196	2078	1	444.654	1.000
políticas públicas	197	2076	1	444.226	1.000
ao longo	201	2054	1	439.519	1.000
atividades de	203	2049	1	438.449	1.000
de negócios	204	2035	1	435.453	1.000
do brasil	205	2019	1	432.029	1.000
de sua	209	1974	1	422.400	1.000
gestão de	210	1973	1	422.186	1.000
nível de	215	1941	1	415.339	1.000
no âmbito	217	1937	1	414.483	1.000
do desenvolvimento	220	1933	1	413.627	1.000
issn doi	220	1933	1	413.627	1.000
pode se	223	1923	1	411.487	1.000
de informações	224	1918	1	410.417	1.000
da organização	225	1915	1	409.775	1.000
não se	226	1911	1	408.919	1.000
mais de	228	1906	1	407.849	1.000
programa de	231	1885	1	403.356	1.000
tipos de	232	1881	1	402.500	1.000
do setor	233	1868	1	399.718	1.000
da sociedade	235	1861	1	398.220	1.000
do rio	235	1861	1	398.220	1.000
sistemas de	237	1851	1	396.080	1.000
conceito de	238	1848	1	395.438	1.000
brazilian journal	242	1834	1	392.443	1.000
dos dados	245	1794	1	383.883	1.000
de análise	247	1787	1	382.385	1.000
de seus	247	1787	1	382.385	1.000
de se	249	1786	1	382.171	1.000
de projetos	251	1777	1	380.246	1.000
de estudos	253	1769	1	378.534	1.000
no contexto	254	1756	1	375.752	1.000
em termos	256	1745	1	373.398	1.000
práticas de	257	1744	1	373.184	1.000
da educação	258	1739	1	372.114	1.000
base de	259	1737	1	371.686	1.000
no setor	260	1734	1	371.044	1.000
do trabalho	261	1724	1	368.905	1.000
instituições de	265	1712	1	366.337	1.000
de ciência	266	1709	1	365.695	1.000
relação entre	269	1698	1	363.341	1.000
de vida	271	1693	1	362.271	1.000
de aprendizagem	272	1690	1	361.629	1.000
de valor	273	1688	1	361.201	1.000
falta de	274	1687	1	360.987	1.000
grau de	275	1678	1	359.061	1.000
de comunicação	277	1674	1	358.206	1.000
na área	277	1674	1	358.206	1.000
da produção	281	1654	1	353.926	1.000
de suas	286	1640	1	350.930	1.000
fim de	287	1635	1	349.860	1.000
de mercado	288	1634	1	349.646	1.000
construção de	289	1631	1	349.004	1.000
innovation in	290	1627	1	348.148	1.000
transferência de	295	1611	1	344.725	1.000
rede de	300	1589	1	340.017	1.000
ano de	302	1586	1	339.375	1.000
de tecnologias	303	1583	1	338.733	1.000
de inovações	304	1582	1	338.519	1.000
ciência tecnologia	306	1574	1	336.807	1.000
ou de	308	1568	1	335.523	1.000
universidade de	309	1562	1	334.240	1.000
inovação é	310	1559	1	333.598	1.000
empresas de	311	1557	1	333.170	1.000
partir do	313	1556	1	332.956	1.000
do projeto	314	1553	1	332.314	1.000
em sua	316	1545	1	330.602	1.000
período de	318	1543	1	330.174	1.000
os autores	319	1532	1	327.820	1.000
se de	319	1532	1	327.820	1.000
it is	321	1530	1	327.392	1.000
de políticas	322	1529	1	327.178	1.000
dos resultados	322	1529	1	327.178	1.000
de apoio	324	1526	1	326.536	1.000
management innovation	325	1522	1	325.680	1.000
de propriedade	329	1514	1	323.968	1.000
em inovação	329	1514	1	323.968	1.000
da indústria	331	1512	1	323.540	1.000
da ciência	332	1511	1	323.326	1.000
projetos de	332	1511	1	323.326	1.000
do modelo	335	1509	1	322.899	1.000
no caso	338	1493	1	319.475	1.000
modelos de	340	1489	1	318.619	1.000
objetivo de	341	1487	1	318.191	1.000
deve ser	342	1481	1	316.907	1.000
em acesso	342	1481	1	316.907	1.000
de caso	345	1475	1	315.623	1.000
de patente	346	1472	1	314.981	1.000
gestão do	347	1471	1	314.767	1.000
estado de	348	1469	1	314.339	1.000
como as	350	1461	1	312.627	1.000
federal do	350	1461	1	312.627	1.000
palavras chave	352	1460	1	312.413	1.000
formação de	354	1459	1	312.199	1.000
de maneira	358	1451	1	310.488	1.000
inovação brazilian	359	1450	1	310.274	1.000
inovação na	362	1444	1	308.990	1.000
como os	363	1441	1	308.348	1.000
por fim	365	1433	1	306.636	1.000
possibilidade de	367	1427	1	305.352	1.000
por sua	368	1425	1	304.924	1.000
desenvolvimento econômico	370	1423	1	304.496	1.000
de direito	374	1407	1	301.072	1.000
centro de	375	1401	1	299.788	1.000
do país	379	1390	1	297.435	1.000
que pode	379	1390	1	297.435	1.000
relação à	381	1378	1	294.867	1.000
da saúde	382	1374	1	294.011	1.000
empresas que	385	1363	1	291.657	1.000
novos produtos	385	1363	1	291.657	1.000
da rede	389	1360	1	291.015	1.000
no período	392	1356	1	290.159	1.000
os processos	393	1355	1	289.945	1.000
no desenvolvimento	394	1345	1	287.805	1.000
áreas de	394	1345	1	287.805	1.000
as organizações	396	1344	1	287.592	1.000
é que	398	1341	1	286.950	1.000
relação ao	400	1337	1	286.094	1.000
da tecnologia	402	1333	1	285.238	1.000
pelos autores	403	1330	1	284.596	1.000
ponto de	404	1327	1	283.954	1.000
mas também	405	1326	1	283.740	1.000
em saúde	406	1325	1	283.526	1.000
do conselho	407	1324	1	283.312	1.000
setor de	408	1323	1	283.098	1.000
total de	410	1319	1	282.242	1.000
termos de	411	1318	1	282.028	1.000
as atividades	412	1314	1	281.172	1.000
belo horizonte	414	1312	1	280.744	1.000
do mercado	415	1309	1	280.102	1.000
meio ambiente	420	1303	1	278.818	1.000
grande do	421	1301	1	278.390	1.000
do ensino	422	1300	1	278.176	1.000
rio grande	423	1297	1	277.534	1.000
das atividades	424	1296	1	277.320	1.000
quantidade de	424	1296	1	277.320	1.000
fontes de	426	1295	1	277.106	1.000
utilização de	427	1293	1	276.678	1.000
de processos	429	1290	1	276.037	1.000
pesquisa de	429	1290	1	276.037	1.000
estratégias de	431	1279	1	273.683	1.000
can be	433	1275	1	272.827	1.000
se em	434	1274	1	272.613	1.000
as inovações	435	1264	1	270.473	1.000
em seu	435	1264	1	270.473	1.000
no ensino	442	1252	1	267.905	1.000
desenvolvimento da	445	1248	1	267.049	1.000
da região	446	1243	1	265.979	1.000
análise dos	447	1242	1	265.765	1.000
é importante	447	1242	1	265.765	1.000
da análise	449	1241	1	265.551	1.000
estratégia de	454	1235	1	264.268	1.000
dados da	457	1229	1	262.984	1.000
busca de	460	1225	1	262.128	1.000
do programa	461	1224	1	261.914	1.000
dos processos	462	1223	1	261.700	1.000
os principais	464	1221	1	261.272	1.000
que em	465	1219	1	260.844	1.000
do estudo	466	1218	1	260.630	1.000
fato de	466	1218	1	260.630	1.000
realização de	466	1218	1	260.630	1.000
tais como	470	1212	1	259.346	1.000
de diferentes	471	1211	1	259.132	1.000
para inovação	471	1211	1	259.132	1.000
based on	474	1209	1	258.704	1.000
serviços de	475	1207	1	258.276	1.000
natural gas	476	1206	1	258.062	1.000
na região	477	1205	1	257.848	1.000
da silva	479	1204	1	257.634	1.000
redes de	480	1203	1	257.420	1.000
meio do	483	1191	1	254.852	1.000
ciência da	485	1187	1	253.996	1.000
por parte	485	1187	1	253.996	1.000
pedidos de	488	1178	1	252.071	1.000
desenvolvimento sustentável	491	1176	1	251.643	1.000
in this	494	1174	1	251.215	1.000
dos recursos	495	1172	1	250.787	1.000
de ser	497	1166	1	249.503	1.000
porto alegre	497	1166	1	249.503	1.000
anos de	502	1160	1	248.219	1.000
para se	504	1159	1	248.005	1.000
redes sociais	505	1154	1	246.935	1.000
de busca	508	1147	1	245.437	1.000
ao desenvolvimento	509	1145	1	245.009	1.000
em de	510	1141	1	244.153	1.000
grupo de	511	1140	1	243.939	1.000
setor público	511	1140	1	243.939	1.000
se como	513	1138	1	243.511	1.000
pequenas empresas	514	1135	1	242.869	1.000
da propriedade	515	1131	1	242.013	1.000
se refere	517	1125	1	240.730	1.000
da economia	519	1123	1	240.302	1.000
da lei	519	1123	1	240.302	1.000
as pessoas	521	1121	1	239.874	1.000
ou não	522	1117	1	239.018	1.000
políticas de	523	1116	1	238.804	1.000
administração pública	527	1110	1	237.520	1.000
com que	527	1110	1	237.520	1.000
do produto	529	1108	1	237.092	1.000
existência de	532	1104	1	236.236	1.000
propriedade industrial	533	1103	1	236.022	1.000
fonte elaborado	535	1102	1	235.808	1.000
de atuação	537	1099	1	235.166	1.000
é de	539	1097	1	234.738	1.000
no campo	540	1094	1	234.096	1.000
trata se	542	1084	1	231.956	1.000
de atividades	547	1073	1	229.602	1.000
gmail com	547	1073	1	229.602	1.000
estados unidos	549	1069	1	228.747	1.000
estado do	550	1066	1	228.105	1.000
diz respeito	552	1061	1	227.035	1.000
desenvolvimento tecnológico	553	1058	1	226.393	1.000
ensino superior	555	1055	1	225.751	1.000
no país	556	1054	1	225.537	1.000
em diferentes	557	1050	1	224.681	1.000
as relações	558	1048	1	224.253	1.000
de formação	560	1045	1	223.611	1.000
coleta de	561	1043	1	223.183	1.000
ecossistema de	561	1043	1	223.183	1.000
os estudos	561	1043	1	223.183	1.000
da área	564	1042	1	222.969	1.000
de estudo	564	1042	1	222.969	1.000
cerca de	566	1041	1	222.755	1.000
da gestão	566	1041	1	222.755	1.000
no mundo	569	1040	1	222.541	1.000
de prospecção	573	1035	1	221.471	1.000
inovação para	573	1035	1	221.471	1.000
estudos de	575	1033	1	221.043	1.000
das organizações	579	1025	1	219.331	1.000
de produto	582	1023	1	218.903	1.000
programas de	582	1023	1	218.903	1.000
minas gerais	584	1022	1	218.689	1.000
política de	584	1022	1	218.689	1.000
de pessoas	586	1021	1	218.475	1.000
de pesquisas	587	1020	1	218.261	1.000
inovação aberta	587	1020	1	218.261	1.000
proposta de	589	1019	1	218.047	1.000
de qualidade	590	1018	1	217.833	1.000
santa catarina	590	1018	1	217.833	1.000
lei de	593	1017	1	217.619	1.000
da população	594	1016	1	217.405	1.000
shall be	594	1016	1	217.405	1.000
dados de	597	1015	1	217.192	1.000
has been	599	1014	1	216.978	1.000
desenvolvimento do	600	1009	1	215.908	1.000
da cultura	601	1008	1	215.694	1.000
do mundo	602	1007	1	215.480	1.000
das patentes	603	1004	1	214.838	1.000
de conhecimentos	606	1000	1	213.982	1.000
pesquisa em	607	999	1	213.768	1.000
de seu	608	996	1	213.126	1.000
de uso	608	996	1	213.126	1.000
inteligência competitiva	610	995	1	212.912	1.000
é necessário	610	995	1	212.912	1.000
no ambiente	617	989	1	211.628	1.000
do tempo	621	986	1	210.986	1.000
por isso	624	980	1	209.702	1.000
aumento da	625	978	1	209.274	1.000
de decisão	627	977	1	209.060	1.000
de santa	633	967	1	206.920	1.000
de redes	637	963	1	206.064	1.000
os atores	641	961	1	205.636	1.000
como objetivo	643	958	1	204.995	1.000
de cooperação	643	958	1	204.995	1.000
graduação em	647	956	1	204.567	1.000
as variáveis	648	955	1	204.353	1.000
de base	648	955	1	204.353	1.000
as principais	651	954	1	204.139	1.000
indicadores de	653	952	1	203.711	1.000
parte do	655	949	1	203.069	1.000
de ciências	656	948	1	202.855	1.000
do uso	656	948	1	202.855	1.000
capaz de	659	945	1	202.213	1.000
inovação como	659	945	1	202.213	1.000
as informações	661	942	1	201.571	1.000
à pesquisa	663	940	1	201.143	1.000
análise do	665	939	1	200.929	1.000
do seu	665	939	1	200.929	1.000
projeto de	669	937	1	200.501	1.000
inovação da	670	936	1	200.287	1.000
os recursos	670	936	1	200.287	1.000
em vista	673	934	1	199.859	1.000
no sentido	673	934	1	199.859	1.000
em geral	678	930	1	199.003	1.000
fonte de	678	930	1	199.003	1.000
com br	681	929	1	198.789	1.000
de conteúdo	681	929	1	198.789	1.000
no estado	681	929	1	198.789	1.000
da biodiversidade	684	927	1	198.361	1.000
de vista	686	925	1	197.933	1.000
cadernos de	687	924	1	197.719	1.000
grupos de	687	924	1	197.719	1.000
documentos de	689	919	1	196.649	1.000
de negócio	691	917	1	196.221	1.000
no qual	695	913	1	195.365	1.000
ações de	696	912	1	195.151	1.000
international journal	698	908	1	194.295	1.000
investimentos em	698	908	1	194.295	1.000
capazes de	700	907	1	194.081	1.000
de investigação	701	906	1	193.867	1.000
ministério da	701	906	1	193.867	1.000
such as	701	906	1	193.867	1.000
as características	704	904	1	193.440	1.000
as instituições	704	904	1	193.440	1.000
de ações	706	903	1	193.226	1.000
do ambiente	706	903	1	193.226	1.000
fabricação de	706	903	1	193.226	1.000
como se	710	897	1	191.942	1.000
na figura	710	897	1	191.942	1.000
tomada de	710	897	1	191.942	1.000
análise da	714	894	1	191.300	1.000
parte da	715	890	1	190.444	1.000
da escola	718	888	1	190.016	1.000
observa se	722	884	1	189.160	1.000
pela universidade	722	884	1	189.160	1.000
da amazônia	726	883	1	188.946	1.000
de capital	728	882	1	188.732	1.000
open innovation	728	882	1	188.732	1.000
as ações	731	879	1	188.090	1.000
mecanismos de	731	879	1	188.090	1.000
importância da	734	876	1	187.448	1.000
que no	736	875	1	187.234	1.000
os alunos	738	874	1	187.020	1.000
na produção	740	872	1	186.592	1.000
de controle	741	871	1	186.378	1.000
já que	742	870	1	186.164	1.000
busca por	743	869	1	185.950	1.000
os fatores	743	869	1	185.950	1.000
longo do	748	867	1	185.522	1.000
se os	748	867	1	185.522	1.000
uso do	748	867	1	185.522	1.000
em desenvolvimento	752	866	1	185.308	1.000
método de	752	866	1	185.308	1.000
da sua	754	865	1	185.094	1.000
de ideias	756	861	1	184.238	1.000
mercado de	756	861	1	184.238	1.000
ao mesmo	758	860	1	184.024	1.000
de interesse	759	859	1	183.810	1.000
em administração	759	859	1	183.810	1.000
de plantas	762	858	1	183.596	1.000
na tabela	763	855	1	182.954	1.000
setembro dezembro	764	854	1	182.740	1.000
uso da	764	854	1	182.740	1.000
este artigo	767	853	1	182.526	1.000
das políticas	769	851	1	182.098	1.000
do século	769	851	1	182.098	1.000
dos anos	769	851	1	182.098	1.000
da qualidade	773	848	1	181.457	1.000
interação entre	773	848	1	181.457	1.000
relações entre	773	848	1	181.457	1.000
dos alunos	776	847	1	181.243	1.000
brasileiro de	778	846	1	181.029	1.000
considerações finais	778	846	1	181.029	1.000
do governo	778	846	1	181.029	1.000
relação aos	778	846	1	181.029	1.000
as tecnologias	785	845	1	180.815	1.000
das ciências	785	845	1	180.815	1.000
vantagem competitiva	785	845	1	180.815	1.000
de ação	791	843	1	180.387	1.000
contexto de	794	841	1	179.959	1.000
em seus	797	839	1	179.531	1.000
sentido de	797	839	1	179.531	1.000
destaca se	800	837	1	179.103	1.000
década de	800	837	1	179.103	1.000
em suas	800	837	1	179.103	1.000
cultura de	803	836	1	178.889	1.000
ensino fundamental	805	835	1	178.675	1.000
de avaliação	807	833	1	178.247	1.000
das tecnologias	811	831	1	177.819	1.000
have been	812	830	1	177.605	1.000
com relação	815	826	1	176.749	1.000
this study	818	824	1	176.321	1.000
bases de	820	823	1	176.107	1.000
da literatura	822	821	1	175.679	1.000
implementação de	822	821	1	175.679	1.000
da comunidade	825	819	1	175.251	1.000
nas empresas	825	819	1	175.251	1.000
de documentos	828	817	1	174.823	1.000
de problemas	828	817	1	174.823	1.000
recursos humanos	828	817	1	174.823	1.000
este estudo	834	816	1	174.609	1.000
condições de	835	815	1	174.395	1.000
de proteção	835	815	1	174.395	1.000
de energia	838	814	1	174.181	1.000
na pesquisa	840	811	1	173.539	1.000
das instituições	843	809	1	173.111	1.000
na inovação	844	807	1	172.683	1.000
que mais	844	807	1	172.683	1.000
conselho de	847	806	1	172.469	1.000
de aula	849	804	1	172.041	1.000
que para	851	801	1	171.399	1.000
ambiente de	853	799	1	170.971	1.000
os países	855	798	1	170.757	1.000
intuito de	856	796	1	170.329	1.000
as práticas	857	794	1	169.902	1.000
de acesso	859	792	1	169.474	1.000
níveis de	861	791	1	169.260	1.000
adoção de	862	790	1	169.046	1.000
there is	863	789	1	168.832	1.000
base em	864	788	1	168.618	1.000
elaborado pelos	864	788	1	168.618	1.000
mesmo tempo	864	788	1	168.618	1.000
na literatura	864	788	1	168.618	1.000
presença de	864	788	1	168.618	1.000
caso de	870	787	1	168.404	1.000
ideia de	870	787	1	168.404	1.000
trabalho de	870	787	1	168.404	1.000
é preciso	870	787	1	168.404	1.000
do direito	877	785	1	167.976	1.000
aplicação de	881	783	1	167.548	1.000
parte dos	881	783	1	167.548	1.000
tecnologia da	881	783	1	167.548	1.000
ef lp	886	782	1	167.334	1.000
torna se	893	776	1	166.050	1.000
dos produtos	899	773	1	165.408	1.000
em função	899	773	1	165.408	1.000
isto é	899	773	1	165.408	1.000
nos processos	903	771	1	164.980	1.000
de crescimento	905	770	1	164.766	1.000
na gestão	905	770	1	164.766	1.000
partir dos	905	770	1	164.766	1.000
resultados da	911	769	1	164.552	1.000
curso de	913	768	1	164.338	1.000
de inteligência	913	768	1	164.338	1.000
no ano	913	768	1	164.338	1.000
da política	919	765	1	163.696	1.000
na forma	919	765	1	163.696	1.000
as well	922	764	1	163.482	1.000
de empreendedorismo	922	764	1	163.482	1.000
os seus	925	763	1	163.268	1.000
social innovation	929	760	1	162.626	1.000
de artigos	931	759	1	162.412	1.000
no quadro	931	759	1	162.412	1.000
de governança	938	756	1	161.770	1.000
parte de	941	755	1	161.556	1.000
os valores	943	753	1	161.128	1.000
de processo	944	752	1	160.914	1.000
os objetivos	946	750	1	160.486	1.000
percebe se	948	749	1	160.272	1.000
dezembro de	950	748	1	160.058	1.000
longo prazo	950	748	1	160.058	1.000
em ciência	954	745	1	159.416	1.000
prospecção salvador	956	744	1	159.202	1.000
as suas	962	740	1	158.347	1.000
quando se	963	739	1	158.133	1.000
de interação	964	738	1	157.919	1.000
estrutura de	968	737	1	157.705	1.000
dezembro issn	970	736	1	157.491	1.000
redução de	970	736	1	157.491	1.000
tempo de	970	736	1	157.491	1.000
qualidade de	973	735	1	157.277	1.000
sala de	973	735	1	157.277	1.000
das inovações	980	731	1	156.421	1.000
que por	981	730	1	156.207	1.000
se na	984	727	1	155.565	1.000
em rede	986	726	1	155.351	1.000
centros de	988	725	1	155.137	1.000
dos seus	988	725	1	155.137	1.000
âmbito da	990	724	1	154.923	1.000
innovation management	991	723	1	154.709	1.000
inovação que	991	723	1	154.709	1.000
dos serviços	995	722	1	154.495	1.000
elaboração de	995	722	1	154.495	1.000
técnicas de	999	721	1	154.281	1.000
os anos	1002	719	1	153.853	1.000
as mudanças	1004	718	1	153.639	1.000
biodiversidade no	1004	718	1	153.639	1.000
da vida	1007	717	1	153.425	1.000
na educação	1007	717	1	153.425	1.000
que diz	1007	717	1	153.425	1.000
da capacidade	1010	716	1	153.211	1.000
das informações	1012	715	1	152.997	1.000
na sua	1012	715	1	152.997	1.000
de criação	1016	712	1	152.355	1.000
dos países	1019	711	1	152.141	1.000
na sociedade	1019	711	1	152.141	1.000
refere se	1023	710	1	151.927	1.000
se as	1024	708	1	151.499	1.000
últimos anos	1025	705	1	150.857	1.000
na base	1028	704	1	150.643	1.000
produtos de	1029	703	1	150.429	1.000
instituto de	1030	702	1	150.215	1.000
nos últimos	1030	702	1	150.215	1.000
povos tradicionais	1030	702	1	150.215	1.000
de práticas	1035	701	1	150.001	1.000
em especial	1035	701	1	150.001	1.000
coal oil	1038	700	1	149.787	1.000
da cidade	1040	699	1	149.573	1.000
para isso	1040	699	1	149.573	1.000
análise das	1044	697	1	149.145	1.000
patentes de	1044	697	1	149.145	1.000
que já	1044	697	1	149.145	1.000
também é	1044	697	1	149.145	1.000
desenvolvimento regional	1049	696	1	148.931	1.000
de economia	1053	695	1	148.717	1.000
de financiamento	1053	695	1	148.717	1.000
de tempo	1053	695	1	148.717	1.000
contribuir para	1058	693	1	148.289	1.000
na qual	1058	693	1	148.289	1.000
as patentes	1061	691	1	147.861	1.000
well as	1069	688	1	147.219	1.000
de resultados	1071	687	1	147.005	1.000
relação com	1072	686	1	146.792	1.000
de decisões	1073	684	1	146.364	1.000
potencial de	1073	684	1	146.364	1.000
de transformação	1077	683	1	146.150	1.000
objeto de	1077	683	1	146.150	1.000
de campo	1080	682	1	145.936	1.000
de estratégias	1082	681	1	145.722	1.000
campo da	1083	678	1	145.080	1.000
inovação do	1083	678	1	145.080	1.000
metodologia de	1083	678	1	145.080	1.000
acesso à	1086	677	1	144.866	1.000
do paraná	1086	677	1	144.866	1.000
dos estudos	1086	677	1	144.866	1.000
da matemática	1089	676	1	144.652	1.000
das relações	1089	676	1	144.652	1.000
no brasilseção	1089	676	1	144.652	1.000
se com	1089	676	1	144.652	1.000
possibilidades de	1094	675	1	144.438	1.000
do poder	1097	674	1	144.224	1.000
maio agosto	1097	674	1	144.224	1.000
partir das	1097	674	1	144.224	1.000
as necessidades	1101	673	1	144.010	1.000
na análise	1101	673	1	144.010	1.000
se por	1101	673	1	144.010	1.000
cursos de	1105	671	1	143.582	1.000
ensino da	1105	671	1	143.582	1.000
ciclo de	1112	668	1	142.940	1.000
apoio à	1113	667	1	142.726	1.000
deste artigo	1113	667	1	142.726	1.000
no sistema	1113	667	1	142.726	1.000
de mudança	1118	666	1	142.512	1.000
dos atores	1118	666	1	142.512	1.000
oportunidades de	1118	666	1	142.512	1.000
ecossistemas de	1122	665	1	142.298	1.000
de origem	1124	664	1	142.084	1.000
em pesquisa	1124	664	1	142.084	1.000
empresas do	1126	663	1	141.870	1.000
tecnologias de	1126	663	1	141.870	1.000
da atividade	1129	662	1	141.656	1.000
definição de	1129	662	1	141.656	1.000
com isso	1131	661	1	141.442	1.000
unidades de	1131	661	1	141.442	1.000
meios de	1135	659	1	141.014	1.000
do grupo	1136	658	1	140.800	1.000
em educação	1140	656	1	140.372	1.000
métodos de	1140	656	1	140.372	1.000
das pessoas	1142	655	1	140.158	1.000
em seguida	1143	654	1	139.944	1.000
taxa de	1143	654	1	139.944	1.000
faculdade de	1146	653	1	139.730	1.000
de organização	1149	652	1	139.516	1.000
de marketing	1151	651	1	139.302	1.000
universidade estadual	1151	651	1	139.302	1.000
de minas	1153	650	1	139.088	1.000
oil natural	1153	650	1	139.088	1.000
identificação de	1157	649	1	138.874	1.000
tecnologia de	1157	649	1	138.874	1.000
da administração	1164	647	1	138.446	1.000
departamento de	1169	644	1	137.804	1.000
world energy	1169	644	1	137.804	1.000
brasília df	1171	643	1	137.590	1.000
fase de	1171	643	1	137.590	1.000
fundamental para	1171	643	1	137.590	1.000
os setores	1171	643	1	137.590	1.000
fatores que	1175	642	1	137.376	1.000
fluxo de	1175	642	1	137.376	1.000
as redes	1178	641	1	137.162	1.000
dos santos	1178	641	1	137.162	1.000
estado da	1178	641	1	137.162	1.000
obtenção de	1183	639	1	136.734	1.000
pesquisa científica	1187	637	1	136.306	1.000
plano de	1187	637	1	136.306	1.000
there are	1187	637	1	136.306	1.000
do instituto	1190	636	1	136.092	1.000
verifica se	1190	636	1	136.092	1.000
as universidades	1194	634	1	135.664	1.000
de dezembro	1194	634	1	135.664	1.000
na busca	1194	634	1	135.664	1.000
de construção	1198	633	1	135.450	1.000
inovação organizacional	1198	633	1	135.450	1.000
co emissions	1200	632	1	135.236	1.000
de alimentos	1200	632	1	135.236	1.000
aquisição de	1204	629	1	134.595	1.000
com foco	1204	629	1	134.595	1.000
que permite	1204	629	1	134.595	1.000
participação de	1207	628	1	134.381	1.000
relação às	1209	627	1	134.167	1.000
arranjos produtivos	1212	626	1	133.953	1.000
das redes	1214	625	1	133.739	1.000
estadual de	1214	625	1	133.739	1.000
instituto nacional	1214	625	1	133.739	1.000
campo de	1219	624	1	133.525	1.000
se à	1220	623	1	133.311	1.000
do curso	1222	622	1	133.097	1.000
caso da	1226	621	1	132.883	1.000
deve se	1227	620	1	132.669	1.000
united states	1227	620	1	132.669	1.000
cadeia de	1231	618	1	132.241	1.000
cultura organizacional	1231	618	1	132.241	1.000
ausência de	1233	617	1	132.027	1.000
das universidades	1236	616	1	131.813	1.000
de custos	1240	615	1	131.599	1.000
de sucesso	1240	615	1	131.599	1.000
