Type	Rank	Freq	Range	NormFreq	NormRange
empresa brasileira de pesquisa	655	124	1	433.572	1.000
pessoal de nível superior	655	124	1	433.572	1.000
organização das nações unidas	669	123	1	430.076	1.000
tecnológica no ambiente produtivo	683	121	1	423.083	1.000
rasi avaliado pelo sistema	701	119	1	416.090	1.000
heráldica direcção de história	725	116	1	405.600	1.000
revista valore volta redonda	725	116	1	405.600	1.000
secção de heráldica direcção	725	116	1	405.600	1.000
valore volta redonda edição	725	116	1	405.600	1.000
volta redonda edição especial	725	116	1	405.600	1.000
serviço brasileiro de apoio	742	114	1	398.607	1.000
universidade federal de sergipe	755	112	1	391.614	1.000
federal de educação ciência	764	111	1	388.117	1.000
ções campo grande ms	764	111	1	388.117	1.000
universidade federal do ceará	771	110	1	384.621	1.000
revista brasileira de inovação	789	109	1	381.124	1.000
análise econômica do direito	802	108	1	377.628	1.000
equipe de alto escalão	802	108	1	377.628	1.000
iniciativas de inovação social	827	106	1	370.635	1.000
º ano º ano	827	106	1	370.635	1.000
revista brasileira de educação	845	105	1	367.138	1.000
proteção da propriedade intelectual	856	104	1	363.641	1.000
processo de inteligência competitiva	879	102	1	356.648	1.000
estados unidos da américa	892	101	1	353.152	1.000
fonte elaborado pelas autoras	892	101	1	353.152	1.000
processo de ensino aprendizagem	892	101	1	353.152	1.000
conselho nacional de educação	918	99	1	346.159	1.000
linguagem objetos de conhecimento	932	98	1	342.662	1.000
práticas de linguagem objetos	932	98	1	342.662	1.000
novo ou significativamente melhorado	957	97	1	339.166	1.000
brasileira de pesquisa agropecuária	989	95	1	332.172	1.000
núcleo de inovação tecnológica	1003	94	1	328.676	1.000
janeiro rio de janeiro	1023	93	1	325.179	1.000
região sul do brasil	1023	93	1	325.179	1.000
processo arquivo da secção	1049	92	1	321.683	1.000
universidade federal de pernambuco	1049	92	1	321.683	1.000
mão de obra qualificada	1070	91	1	318.186	1.000
revista de administração contabilidade	1070	91	1	318.186	1.000
sistema regional de inovação	1070	91	1	318.186	1.000
ano unidades temáticas objetos	1079	90	1	314.690	1.000
percurso acadêmico belo horizonte	1079	90	1	314.690	1.000
prospecção tecnológica de patentes	1079	90	1	314.690	1.000
º ano unidades temáticas	1079	90	1	314.690	1.000
estudos de prospecção tecnológica	1113	89	1	311.193	1.000
estudos métricos da informação	1113	89	1	311.193	1.000
auxiliadora da indústria nacional	1135	88	1	307.697	1.000
figura gráfico da proporção	1135	88	1	307.697	1.000
sociedade auxiliadora da indústria	1135	88	1	307.697	1.000
fonte elaborado pelo autor	1165	87	1	304.200	1.000
modelagem de equações estruturais	1186	86	1	300.704	1.000
paulo nogueira da costa	1236	84	1	293.710	1.000
rio de janeiro editora	1236	84	1	293.710	1.000
criação de valor compartilhado	1262	83	1	290.214	1.000
base de dados web	1285	82	1	286.717	1.000
cidade vol issn doi	1285	82	1	286.717	1.000
organização mundial da propriedade	1285	82	1	286.717	1.000
revista de administração contemporânea	1285	82	1	286.717	1.000
inovação tecnológica no brasil	1324	81	1	283.221	1.000
mundial da propriedade intelectual	1324	81	1	283.221	1.000
objetivos de desenvolvimento sustentável	1324	81	1	283.221	1.000
atenção primária à saúde	1340	80	1	279.724	1.000
manual de oslo diretrizes	1340	80	1	279.724	1.000
conselho nacional de justiça	1373	79	1	276.228	1.000
fitos rio de janeiro	1373	79	1	276.228	1.000
universidade federal de alagoas	1373	79	1	276.228	1.000
academia pernambucana de ciência	1399	78	1	272.731	1.000
anais da academia pernambucana	1399	78	1	272.731	1.000
diário oficial da república	1399	78	1	272.731	1.000
educação do instituto politécnico	1399	78	1	272.731	1.000
oficial da república federativa	1399	78	1	272.731	1.000
pernambucana de ciência agronômica	1399	78	1	272.731	1.000
criação de novos produtos	1444	77	1	269.235	1.000
índice global de inovação	1444	77	1	269.235	1.000
inovação das empresas brasileiras	1469	76	1	265.738	1.000
instituição de ensino superior	1469	76	1	265.738	1.000
organizações da sociedade civil	1469	76	1	265.738	1.000
federal de educação tecnológica	1506	75	1	262.241	1.000
portuguesa de investigação educacional	1506	75	1	262.241	1.000
revista portuguesa de investigação	1506	75	1	262.241	1.000
sistemas nacionais de inovação	1506	75	1	262.241	1.000
º ciclo do ensino	1506	75	1	262.241	1.000
revista de administração ciências	1540	74	1	258.745	1.000
revista lusófona de educação	1540	74	1	258.745	1.000
sistema painel de visualização	1540	74	1	258.745	1.000
universidade federal de lavras	1540	74	1	258.745	1.000
nacional de vigilância sanitária	1590	73	1	255.248	1.000
revista brasileira de ciências	1590	73	1	255.248	1.000
patentes relacionadas ao babaçu	1606	72	1	251.752	1.000
revista brasileira de estudos	1653	71	1	248.255	1.000
busca seleção implementação captura	1676	70	1	244.759	1.000
composto estadual de inovação	1676	70	1	244.759	1.000
polo de inovação fortaleza	1676	70	1	244.759	1.000
quarta feira diário docongresso	1676	70	1	244.759	1.000
º ao º ano	1676	70	1	244.759	1.000
agência nacional de vigilância	1721	69	1	241.262	1.000
feira diário docongresso nacional	1721	69	1	241.262	1.000
licença creative commons atribuição	1721	69	1	241.262	1.000
museu paraense emílio goeldi	1721	69	1	241.262	1.000
número da patente título	1721	69	1	241.262	1.000
revista de direito governança	1721	69	1	241.262	1.000
conhecimento habilidades º ano	1751	68	1	237.766	1.000
cristina camila teles saldanha	1751	68	1	237.766	1.000
designer como promo tor	1751	68	1	237.766	1.000
dinâmicas de inovação evidências	1751	68	1	237.766	1.000
estudos estratégicos ciência tecnologia	1751	68	1	237.766	1.000
evidências na administração pública	1751	68	1	237.766	1.000
geral estudos em jornalismo	1751	68	1	237.766	1.000
habilidades º ano º	1751	68	1	237.766	1.000
inovação em pesquisa cientí	1751	68	1	237.766	1.000
inovação evidências na administração	1751	68	1	237.766	1.000
lusófona de educação revista	1751	68	1	237.766	1.000
rev de direito inovação	1751	68	1	237.766	1.000
revista de história património	1751	68	1	237.766	1.000
revista pauta geral estudos	1751	68	1	237.766	1.000
objetivos do desenvolvimento sustentável	1892	67	1	234.269	1.000
produto interno bruto pib	1892	67	1	234.269	1.000
universidade católica do rio	1892	67	1	234.269	1.000
