Type	Rank	Freq	Range	NormFreq	NormRange
cadeias produtivas	7613	145	1	31.027	1.000
educação escolar	7613	145	1	31.027	1.000
estadual paulista	7663	144	1	30.813	1.000
produto serviço	7663	144	1	30.813	1.000
tempo real	7663	144	1	30.813	1.000
comunidade acadêmica	7733	143	1	30.599	1.000
revisão integrativa	7733	143	1	30.599	1.000
variáveis independentes	7733	143	1	30.599	1.000
produto processo	7807	142	1	30.385	1.000
variáveis explicativas	7807	142	1	30.385	1.000
novo mercado	7856	141	1	30.171	1.000
cidades inteligentes	8008	139	1	29.743	1.000
produtos novos	8008	139	1	29.743	1.000
direito autoral	8069	138	1	29.529	1.000
soluções inovadoras	8069	138	1	29.529	1.000
assembleia geral	8210	136	1	29.102	1.000
endereço profissional	8210	136	1	29.102	1.000
pessoa jurídica	8210	136	1	29.102	1.000
empreendimentos inovadores	8302	135	1	28.888	1.000
inovações organizacionais	8302	135	1	28.888	1.000
conhecimento explícito	8379	134	1	28.674	1.000
empresas não	8379	134	1	28.674	1.000
embrapa semiárido	8449	133	1	28.460	1.000
organização social	8449	133	1	28.460	1.000
processo decisório	8449	133	1	28.460	1.000
estados brasileiros	8518	132	1	28.246	1.000
informação tecnológica	8518	132	1	28.246	1.000
principais resultados	8518	132	1	28.246	1.000
território nacional	8518	132	1	28.246	1.000
comunidades locais	8590	131	1	28.032	1.000
formação continuada	8590	131	1	28.032	1.000
observação participante	8590	131	1	28.032	1.000
práticas sociais	8590	131	1	28.032	1.000
alto escalão	8669	130	1	27.818	1.000
comissão europeia	8669	130	1	27.818	1.000
convergência estratégica	8669	130	1	27.818	1.000
direitos fundamentais	8669	130	1	27.818	1.000
instituições científicas	8752	129	1	27.604	1.000
relação universidade	8752	129	1	27.604	1.000
desempenho econômico	8821	128	1	27.390	1.000
informação como	8821	128	1	27.390	1.000
modelo estrutural	8821	128	1	27.390	1.000
pesquisa exploratória	8821	128	1	27.390	1.000
equações estruturais	8906	127	1	27.176	1.000
região nordeste	8906	127	1	27.176	1.000
centro universitário	8965	126	1	26.962	1.000
empresa não	8965	126	1	26.962	1.000
instituições financeiras	8965	126	1	26.962	1.000
transformação social	8965	126	1	26.962	1.000
anos iniciais	9065	125	1	26.748	1.000
avanço tecnológico	9065	125	1	26.748	1.000
direito público	9065	125	1	26.748	1.000
saúde mental	9065	125	1	26.748	1.000
universidades públicas	9065	125	1	26.748	1.000
estrutura produtiva	9133	124	1	26.534	1.000
formação profissional	9133	124	1	26.534	1.000
necessidades sociais	9133	124	1	26.534	1.000
relações externas	9133	124	1	26.534	1.000
setor empresarial	9133	124	1	26.534	1.000
dados secundários	9238	123	1	26.320	1.000
função social	9238	123	1	26.320	1.000
pequenos produtores	9238	123	1	26.320	1.000
associação nacional	9306	122	1	26.106	1.000
conhecimento técnico	9306	122	1	26.106	1.000
gestão ambiental	9306	122	1	26.106	1.000
melhores resultados	9306	122	1	26.106	1.000
modelo conceitual	9306	122	1	26.106	1.000
propriedades rurais	9306	122	1	26.106	1.000
boa parte	9401	121	1	25.892	1.000
fundamental anos	9401	121	1	25.892	1.000
regime jurídico	9401	121	1	25.892	1.000
segurança jurídica	9401	121	1	25.892	1.000
sistemas produtivos	9401	121	1	25.892	1.000
uso sustentável	9401	121	1	25.892	1.000
grande quantidade	9489	120	1	25.678	1.000
principais depositantes	9489	120	1	25.678	1.000
região sudeste	9489	120	1	25.678	1.000
governança corporativa	9586	119	1	25.464	1.000
ordenamento jurídico	9586	119	1	25.464	1.000
orientação empreendedora	9586	119	1	25.464	1.000
serviço brasileiro	9586	119	1	25.464	1.000
capacidade produtiva	9678	118	1	25.250	1.000
doenças raras	9678	118	1	25.250	1.000
inter relação	9678	118	1	25.250	1.000
origem vegetal	9678	118	1	25.250	1.000
relação positiva	9678	118	1	25.250	1.000
apoio matricial	9784	117	1	25.036	1.000
mudança organizacional	9784	117	1	25.036	1.000
mudança social	9784	117	1	25.036	1.000
produto interno	9784	117	1	25.036	1.000
práticas corporais	9784	117	1	25.036	1.000
próxima seção	9784	117	1	25.036	1.000
questões relacionadas	9784	117	1	25.036	1.000
receita líquida	9784	117	1	25.036	1.000
agência nacional	9867	116	1	24.822	1.000
atividades inovadoras	9867	116	1	24.822	1.000
capacidade inovativa	9867	116	1	24.822	1.000
heráldica direcção	9867	116	1	24.822	1.000
iniciação científica	9867	116	1	24.822	1.000
marco regulatório	9867	116	1	24.822	1.000
melhoria contínua	9867	116	1	24.822	1.000
redonda edição	9867	116	1	24.822	1.000
referências bibliográficas	9867	116	1	24.822	1.000
economia solidária	9975	115	1	24.608	1.000
publicações científicas	9975	115	1	24.608	1.000
relações públicas	9975	115	1	24.608	1.000
sistemas locais	9975	115	1	24.608	1.000
diversidade cultural	10055	114	1	24.394	1.000
maneira geral	10055	114	1	24.394	1.000
ano º	10148	113	1	24.180	1.000
ciências agrárias	10148	113	1	24.180	1.000
confederação nacional	10148	113	1	24.180	1.000
direito administrativo	10148	113	1	24.180	1.000
efeito estufa	10148	113	1	24.180	1.000
formação docente	10148	113	1	24.180	1.000
parte integrante	10148	113	1	24.180	1.000
pontos fortes	10148	113	1	24.180	1.000
regressão linear	10148	113	1	24.180	1.000
última década	10148	113	1	24.180	1.000
espécies vegetais	10270	112	1	23.966	1.000
estudos empíricos	10270	112	1	23.966	1.000
governança colaborativa	10270	112	1	23.966	1.000
tecnologia inovação	10270	112	1	23.966	1.000
º setembro	10270	112	1	23.966	1.000
administração universidade	10377	111	1	23.752	1.000
inovação lei	10377	111	1	23.752	1.000
média baixa	10377	111	1	23.752	1.000
produção tecnológica	10377	111	1	23.752	1.000
situação comunicativa	10377	111	1	23.752	1.000
ções campo	10377	111	1	23.752	1.000
conhecimento estratégico	10486	110	1	23.538	1.000
distritos industriais	10486	110	1	23.538	1.000
engajamento estudantil	10486	110	1	23.538	1.000
termo inovação	10486	110	1	23.538	1.000
vigilância sanitária	10486	110	1	23.538	1.000
crise econômica	10600	109	1	23.324	1.000
faixa etária	10600	109	1	23.324	1.000
figura modelo	10600	109	1	23.324	1.000
grande desafio	10600	109	1	23.324	1.000
mercado brasileiro	10600	109	1	23.324	1.000
mudança tecnológica	10600	109	1	23.324	1.000
mudanças tecnológicas	10600	109	1	23.324	1.000
participação acionária	10600	109	1	23.324	1.000
abordagem quantitativa	10699	108	1	23.110	1.000
desenvolvimento produtivo	10699	108	1	23.110	1.000
domínio público	10699	108	1	23.110	1.000
nova tecnologia	10699	108	1	23.110	1.000
palavra chave	10699	108	1	23.110	1.000
região metropolitana	10699	108	1	23.110	1.000
biodiversidade brasileira	10828	107	1	22.896	1.000
pensamento crítico	10828	107	1	22.896	1.000
soluções tecnológicas	10828	107	1	22.896	1.000
ação pública	10946	106	1	22.682	1.000
circuito inferior	10946	106	1	22.682	1.000
competências específicas	10946	106	1	22.682	1.000
comunidade científica	10946	106	1	22.682	1.000
novos estudos	10946	106	1	22.682	1.000
organizações sociedade	10946	106	1	22.682	1.000
pesquisa social	10946	106	1	22.682	1.000
recursos disponíveis	10946	106	1	22.682	1.000
relação direta	10946	106	1	22.682	1.000
sociedade contemporânea	10946	106	1	22.682	1.000
comércio internacional	11082	105	1	22.468	1.000
células tronco	11082	105	1	22.468	1.000
diretrizes curriculares	11082	105	1	22.468	1.000
gestão universitária	11082	105	1	22.468	1.000
principais fatores	11082	105	1	22.468	1.000
áreas industriais	11082	105	1	22.468	1.000
índice global	11082	105	1	22.468	1.000
administração contabilidade	11197	104	1	22.254	1.000
arquitetura modular	11197	104	1	22.254	1.000
capacitação tecnológica	11197	104	1	22.254	1.000
educação popular	11197	104	1	22.254	1.000
especificação institucional	11197	104	1	22.254	1.000
mercado não	11197	104	1	22.254	1.000
mudanças significativas	11197	104	1	22.254	1.000
organizações não	11197	104	1	22.254	1.000
pessoas físicas	11197	104	1	22.254	1.000
regiões brasileiras	11197	104	1	22.254	1.000
serviços financeiros	11197	104	1	22.254	1.000
brasil não	11308	103	1	22.040	1.000
conhecimento externo	11308	103	1	22.040	1.000
inovação responsável	11308	103	1	22.040	1.000
questões sociais	11308	103	1	22.040	1.000
ambiente propício	11423	102	1	21.826	1.000
demandas sociais	11423	102	1	21.826	1.000
desigualdades sociais	11423	102	1	21.826	1.000
diferentes países	11423	102	1	21.826	1.000
educação matemática	11423	102	1	21.826	1.000
forma não	11423	102	1	21.826	1.000
larga escala	11423	102	1	21.826	1.000
novos projetos	11423	102	1	21.826	1.000
setor automotivo	11423	102	1	21.826	1.000
tema inovação	11423	102	1	21.826	1.000
visão mais	11423	102	1	21.826	1.000
análise estatística	11562	101	1	21.612	1.000
artigo original	11562	101	1	21.612	1.000
dados web	11562	101	1	21.612	1.000
doutorado universidade	11562	101	1	21.612	1.000
muitos casos	11562	101	1	21.612	1.000
proteção jurídica	11562	101	1	21.612	1.000
tradução livre	11562	101	1	21.612	1.000
cadernos gestão	11684	100	1	21.398	1.000
dados pessoais	11684	100	1	21.398	1.000
formação inicial	11684	100	1	21.398	1.000
importante papel	11684	100	1	21.398	1.000
mix sustentável	11684	100	1	21.398	1.000
atenção básica	11823	99	1	21.184	1.000
direitos autorais	11823	99	1	21.184	1.000
empresas mais	11823	99	1	21.184	1.000
alta intensidade	11943	98	1	20.970	1.000
assistência social	11943	98	1	20.970	1.000
baixa renda	11943	98	1	20.970	1.000
bancos comunitários	11943	98	1	20.970	1.000
desenvolvi mento	11943	98	1	20.970	1.000
joão pessoa	11943	98	1	20.970	1.000
linguagem objetos	11943	98	1	20.970	1.000
participação ativa	11943	98	1	20.970	1.000
publicações científi	11943	98	1	20.970	1.000
universidades brasileiras	11943	98	1	20.970	1.000
âmbito nacional	11943	98	1	20.970	1.000
amazônia brasileira	12097	97	1	20.756	1.000
artigos selecionados	12097	97	1	20.756	1.000
direito governança	12097	97	1	20.756	1.000
gestão educacional	12097	97	1	20.756	1.000
governança local	12097	97	1	20.756	1.000
prefeitura municipal	12097	97	1	20.756	1.000
primeira fase	12097	97	1	20.756	1.000
projeto político	12097	97	1	20.756	1.000
serviços sociais	12097	97	1	20.756	1.000
terceira seção	12097	97	1	20.756	1.000
área tecnológica	12097	97	1	20.756	1.000
atividades produtivas	12232	96	1	20.542	1.000
dias atuais	12232	96	1	20.542	1.000
grando brandão	12232	96	1	20.542	1.000
insegurança jurídica	12232	96	1	20.542	1.000
inter relações	12232	96	1	20.542	1.000
monteiro alves	12232	96	1	20.542	1.000
percurso acadêmico	12232	96	1	20.542	1.000
polícia federal	12232	96	1	20.542	1.000
região amazônica	12232	96	1	20.542	1.000
thiago monteiro	12232	96	1	20.542	1.000
variável binária	12232	96	1	20.542	1.000
conhecimento organizacional	12390	95	1	20.328	1.000
conhecimento tecnológico	12390	95	1	20.328	1.000
diversidade biológica	12390	95	1	20.328	1.000
inovação ct	12390	95	1	20.328	1.000
pesquisa não	12390	95	1	20.328	1.000
segundo dados	12390	95	1	20.328	1.000
desempenho inovador	12526	94	1	20.114	1.000
informações relevantes	12526	94	1	20.114	1.000
justiça social	12526	94	1	20.114	1.000
linfoma não	12526	94	1	20.114	1.000
patrimônio genético	12526	94	1	20.114	1.000
pesquisa descritiva	12526	94	1	20.114	1.000
próximos anos	12526	94	1	20.114	1.000
público privado	12526	94	1	20.114	1.000
seguinte questão	12526	94	1	20.114	1.000
terra firme	12526	94	1	20.114	1.000
universidade indústria	12526	94	1	20.114	1.000
dados primários	12685	93	1	19.900	1.000
diferentes setores	12685	93	1	19.900	1.000
atores locais	12807	92	1	19.686	1.000
baixa densidade	12807	92	1	19.686	1.000
bricolagem social	12807	92	1	19.686	1.000
conselhos municipais	12807	92	1	19.686	1.000
processo arquivo	12807	92	1	19.686	1.000
produtos químicos	12807	92	1	19.686	1.000
sociedade auxiliadora	12807	92	1	19.686	1.000
suma importância	12807	92	1	19.686	1.000
tempo médio	12807	92	1	19.686	1.000
comunicação social	12982	91	1	19.472	1.000
decisões estratégicas	12982	91	1	19.472	1.000
espaço físico	12982	91	1	19.472	1.000
figura distribuição	12982	91	1	19.472	1.000
produtos farmacêuticos	12982	91	1	19.472	1.000
região centro	12982	91	1	19.472	1.000
superior ies	12982	91	1	19.472	1.000
trabalhos acadêmicos	12982	91	1	19.472	1.000
acadêmico belo	13132	90	1	19.258	1.000
agricultura orgânica	13132	90	1	19.258	1.000
ano unidades	13132	90	1	19.258	1.000
análise linguística	13132	90	1	19.258	1.000
desenvolvimento territorial	13132	90	1	19.258	1.000
efeito positivo	13132	90	1	19.258	1.000
inovação responsáveis	13132	90	1	19.258	1.000
pessoal ocupado	13132	90	1	19.258	1.000
saldos migratórios	13132	90	1	19.258	1.000
sni brasileiro	13132	90	1	19.258	1.000
alta qualidade	13271	89	1	19.044	1.000
nível local	13271	89	1	19.044	1.000
produtos tecnológicos	13271	89	1	19.044	1.000
realidade social	13271	89	1	19.044	1.000
comunidade local	13413	88	1	18.830	1.000
econômico ocde	13413	88	1	18.830	1.000
negócios sociais	13413	88	1	18.830	1.000
primeiro passo	13413	88	1	18.830	1.000
produção industrial	13413	88	1	18.830	1.000
serviço novo	13413	88	1	18.830	1.000
administração contemporânea	13598	87	1	18.616	1.000
educação universidade	13598	87	1	18.616	1.000
futuras pesquisas	13598	87	1	18.616	1.000
universidades institutos	13598	87	1	18.616	1.000
atividade inventiva	13766	86	1	18.402	1.000
ciência agronômica	13766	86	1	18.402	1.000
doc ribeirão	13766	86	1	18.402	1.000
economia ensaios	13766	86	1	18.402	1.000
efeito chicote	13766	86	1	18.402	1.000
energia solar	13766	86	1	18.402	1.000
fonte pesquisa	13766	86	1	18.402	1.000
governo brasileiro	13766	86	1	18.402	1.000
investimentos públicos	13766	86	1	18.402	1.000
maiores depositantes	13766	86	1	18.402	1.000
mercado consumidor	13766	86	1	18.402	1.000
novos serviços	13766	86	1	18.402	1.000
produtos inovadores	13766	86	1	18.402	1.000
projetos inovadores	13766	86	1	18.402	1.000
órgãos públicos	13766	86	1	18.402	1.000
arranjos institucionais	13980	85	1	18.188	1.000
caso não	13980	85	1	18.188	1.000
patrimônio cultural	13980	85	1	18.188	1.000
principais países	13980	85	1	18.188	1.000
social não	13980	85	1	18.188	1.000
sustentabilidade ambiental	13980	85	1	18.188	1.000
cerrado mineiro	14123	84	1	17.974	1.000
dados qualitativos	14123	84	1	17.974	1.000
desenvolvimento socioeconômico	14123	84	1	17.974	1.000
fundação getúlio	14123	84	1	17.974	1.000
gestão social	14123	84	1	17.974	1.000
grande relevância	14123	84	1	17.974	1.000
inovação contribuições	14123	84	1	17.974	1.000
janeiro editora	14123	84	1	17.974	1.000
linear múltipla	14123	84	1	17.974	1.000
pesquisa acadêmica	14123	84	1	17.974	1.000
produção científi	14123	84	1	17.974	1.000
tecnologia inovações	14123	84	1	17.974	1.000
º lisboa	14123	84	1	17.974	1.000
agentes econômicos	14324	83	1	17.760	1.000
ações inovadoras	14324	83	1	17.760	1.000
caso brasileiro	14324	83	1	17.760	1.000
fator importante	14324	83	1	17.760	1.000
grandes corporações	14324	83	1	17.760	1.000
novo conhecimento	14324	83	1	17.760	1.000
participação social	14324	83	1	17.760	1.000
publicações oficiais	14324	83	1	17.760	1.000
resultados não	14324	83	1	17.760	1.000
sistemas regionais	14324	83	1	17.760	1.000
tecnologia não	14324	83	1	17.760	1.000
universidade empreendedora	14324	83	1	17.760	1.000
vezes não	14324	83	1	17.760	1.000
